year,quarter,course_id,instructor_name,subject,subject_number,response_rate,num_enrolled,num_responses,class_name,overall_avg,overall_std_dev,difficulty_avg,difficulty_med,difficulty_std_dev,zero_one,two_three,four_five,six_seven,eight_ten,eleven_fourteen,fifteen_plus
2017,Summer,54146,Raymond Gipson,CHEM,31,46.2,13,6,Organic Chemistry I L&L,4.3,1.2,3.8,4.0,0.8,0,0,16.7,16.7,16.7,0,50
2017,Summer,54178,Nathan Williams,PHYS,13,46.2,13,6,General Physics III,4.8,0.5,4.7,5.0,0.5,0,0,0,0,16.7,33.3,50
2017,Summer,54144,Yizheng Tan,CHEM,11,14.3,7,1,General Chemistry I L&L,5,0,5.0,5.0,0.0,0,0,100,0,0,0,0
2017,Summer,54193,Homi Fatemi,OMIS,41,46.2,13,6,Statistics & Data Analysis II,4.2,0.8,3.3,3.0,0.5,0,16.7,66.7,16.7,0,0,0
2017,Summer,54408,Lawrence Abbott,ACTG,187,52.2,23,12,Accounting Information Systems,3.9,1.2,3.7,4.0,0.8,0,0,25,8.3,8.3,8.3,50
2017,Summer,54434,Alex Sumarsono,COEN,240,68.0,25,17,Machine Learning,4.1,1,4.0,4.0,0.9,0,5.9,35.3,23.5,17.6,11.8,5.9
2017,Summer,54420,Li-qian Liu,COEN,279,60.0,15,9,Design & Analysis: Algorithms,3.9,1,4.1,4.0,0.9,0,0,11.1,22.2,33.3,0,33.3
2017,Summer,54385,Robert Andrews,ENGR,289,78.6,84,66,Extended Co-Op Education,3.6,1.3,2.6,3.0,1.4,40.6,21.9,6.3,6.3,9.4,1.6,14.1
2017,Summer,54226,August Scolio,CPSY,218,80.0,5,4,Foundations Psychother&Person,4.3,0.9,3.8,3.5,1.0,0,50,25,25,0,0,0
2017,Summer,54232,Jonathan Sills,CPSY,323,91.7,24,22,Psychopharmacology,4.7,0.7,4.6,5.0,0.8,0,22.7,40.9,18.2,9.1,9.1,0
2017,Summer,54024,Simone Billings,ENGL,31,75.0,8,6,Writing about Lit and Culture,4.6,0.4,3.8,4.0,0.8,0,0,16.7,33.3,16.7,16.7,16.7
2017,Summer,54030,Ana Araujo,ENVS,50,50.0,2,1,World Geography,3,0,3.0,3.0,0.0,0,0,0,100,0,0,0
2017,Summer,54031,Jesica Fernandez,ETHN,96,66.7,15,10,"Race,Class & Culture thru Film",4.4,1,3.2,3.0,1.0,0,20,10,40,10,10,10
2017,Summer,54025,Melissa Donegan,ENGL,106,53.3,15,8,Advanced Writing,4.6,0.6,4.5,5.0,0.8,0,0,50,37.5,0,12.5,0
2017,Summer,54019,Angela Holzmeister,CLAS,149,80.0,10,8,Ancient and Modern Ethics,4.8,0.3,3.3,3.0,0.7,0,25,37.5,25,12.5,0,0
2017,Summer,54233,Cary Watson,CPSY,328,70.8,24,17,Clin Assmt: Iss in Child Diag,4.6,0.7,3.4,3.0,0.7,0,29.4,41.2,17.6,11.8,0,0
2017,Summer,54227,Donald St. Louis,CPSY,275,70.8,24,17,Ethical and Legal Iss in Cng,4.6,1,3.8,4.0,0.8,0,17.6,23.5,29.4,17.6,5.9,5.9
2017,Summer,54421,Ming-hwa Wang,COEN,281,77.8,9,7,Patt Recog & Data Mining,2.6,1.4,4.1,5.0,1.1,0,0,14.3,14.3,0,28.6,42.9
2017,Summer,54435,Goncalo Pina,ECON,3402,84.0,25,21,Micro & Macro in Glbl Econ II,4.3,0.8,4.1,4.0,0.8,0,14.3,42.9,28.6,9.5,4.8,0
2017,Summer,54409,Lawrence Abbott,ACTG,187,30.4,23,7,Accounting Information Systems,4.3,1.3,2.7,3.0,1.0,0,14.3,14.3,14.3,14.3,28.6,14.3
2017,Summer,54179,Nathan Williams,PHYS,13,23.5,17,4,General Physics III,4.6,0.6,4.5,4.5,0.6,25,0,0,0,50,0,25
2017,Summer,54155,Nathan Williams,PHYS,11,52.6,19,10,General Physics I,4.6,0.7,4.7,5.0,0.5,10,0,50,10,10,20,0
2017,Summer,54141,Joan Rappaport,WGST,145,75.0,4,3,Gender and Judaism,4.7,0.5,4.7,5.0,0.6,0,0,33.3,33.3,33.3,0,0
2017,Summer,54196,Rita Madarassy,ECON,2,41.7,12,5,Principles of Macroeconomics,4.5,0.8,3.8,4.0,0.8,0,0,40,0,40,20,0
2017,Summer,54182,Wendy Donohoe,ACTG,198,76.9,26,20,Accounting Internship,4.3,0.9,2.6,3.0,0.9,36.8,36.8,10.5,5.3,0,0,10.5
2017,Summer,54431,Kenneth Fowler,ACTG,3102,71.4,7,5,Fin Reptg and Mgmt Control II,4.5,0.6,3.0,3.0,0.0,0,20,40,20,20,0,0
2017,Summer,54419,Amr Zaky,COEN,210,64.7,17,11,Computer Architecture,3.8,1.4,3.7,4.0,1.5,0,18.2,27.3,18.2,27.3,0,9.1
2017,Summer,54380,Harold Hoyle,EDUC,221M,62.1,29,18,Effective Teach Stdt w/ Disab,4.4,1.2,3.4,3.0,0.8,22.2,38.9,22.2,16.7,0,0,0
2017,Summer,54223,Kelli Mccormick,CPSY,200,83.3,12,10,Psychology of Interp. Comm.,4.5,0.6,2.9,3.0,0.6,0,10,50,30,10,0,0
2017,Summer,54237,Louis Agelson,EDUC,275,56.0,25,14,"Ethics, Div., Refl: Intro K-12",4.5,0.7,2.4,3.0,1.1,21.4,35.7,14.3,21.4,7.1,0,0
2017,Summer,54021,Justin Boren,COMM,153A,53.3,15,8,Comm Training & Development,4.3,0.8,4.4,4.5,0.7,0,0,0,87.5,12.5,0,0
2017,Summer,54008,Amir Attia,ARTS,74,66.7,6,4,Basic Computer Imaging,4.7,0.5,4.5,4.5,0.6,25,0,50,25,0,0,0
2017,Summer,54020,Charlotta Kratz,COMM,12,66.7,15,10,Technology and Communication,4.1,1.5,2.9,3.0,0.9,0,0,20,40,20,10,10
2017,Summer,54236,Louis Agelson,EDUC,250,83.3,24,20,"Ethics, Div., Refl: Intro K-12",4.2,1,2.5,3.0,0.8,25,30,35,10,0,0,0
2017,Summer,54381,Lisa Goldstein,EDUC,221M,73.5,34,25,Effective Teach Stdt w/ Disab,4.2,1,3.2,3.0,0.6,8,44,32,16,0,0,0
2017,Summer,54424,Rance Delong,COEN,253,55.6,9,5,Secure Syst Development & Eval,4,1.3,2.2,2.0,0.8,20,60,20,0,0,0,0
2017,Summer,54430,Stephen Smith,OMIS,3202,70.0,10,7,Analytical Decision Making,4.7,0.4,3.3,3.0,0.8,0,16.7,50,0,16.7,0,16.7
2017,Summer,54183,Gina Firenzi,BUSN,179,80.0,15,12,Effective Comm in Business,3.2,1.4,3.5,3.5,1.0,0,0,58.3,16.7,16.7,8.3,0
2017,Summer,54197,Gail Kirby,MKTG,181,37.5,8,3,Principles of Marketing,4.6,0.5,5.0,5.0,0.0,0,0,66.7,0,33.3,0,0
2017,Summer,54168,Megan Tichy,CHEM,13,50.0,10,5,General Chemistry III L&L,4.9,0.3,4.4,5.0,0.9,0,0,20,20,40,20,0
2017,Summer,54140,Loring Pfeiffer,WGST,134AW,50.0,4,2,"Film, Gender, & Sexuality",4.3,0.6,4.0,4.0,0.0,0,0,50,0,50,0,0
2017,Summer,54154,Nathan Williams,PHYS,11,41.2,17,7,General Physics I,4.8,0.4,4.7,5.0,0.5,0,0,0,14.3,28.6,14.3,42.9
2017,Summer,54142,Steven Fedder,CHEM,11,44.4,18,8,General Chemistry I L&L,4.1,0.9,4.1,4.0,0.8,0,12.5,0,25,25,25,12.5
2017,Summer,54181,Melan Jaich,COMM,198,46.2,13,6,Communication Internship,4.8,0.4,2.8,3.0,0.8,60,20,0,20,0,0,0
2017,Summer,54195,Wendy Donohoe,ACTG,198,56.5,23,13,Accounting Internship,4.3,1,2.6,3.0,1.0,53.8,23.1,7.7,0,7.7,0,7.7
2017,Summer,54426,Marian Stetson-rodriguez,ENGR,304,100.0,21,21,Building Global Teams,4.6,0.6,3.3,3.0,1.1,0,4.8,9.5,23.8,23.8,28.6,9.5
2017,Summer,54432,William Gallagher,ENGR,330,75.9,29,22,"Law, Tech & Intellectual Prop",4.2,1.2,3.3,3.0,0.8,9.1,22.7,31.8,31.8,4.5,0,0
2017,Summer,54383,Darren Atkinson,AMTH,247,53.3,15,8,Linear Algebra I & II,4.6,0.8,4.6,5.0,0.7,0,25,12.5,50,0,0,12.5
2017,Summer,54234,Yat Ling Lam,CPSY,361,82.4,17,14,Multicultural Psychotherapy,4.9,0.3,3.3,3.0,1.0,14.3,35.7,35.7,14.3,0,0,0
2017,Summer,54022,Charlotta Kratz,COMM,162B,50.0,10,5,Visual Cultural Communication,4.2,0.9,3.4,3.0,0.5,0,0,40,40,20,0,0
2017,Summer,54023,Nicholas Tran,CSCI,10,68.8,16,11,Intro to Computer Science,4.6,0.6,3.7,4.0,0.8,0,18.2,27.3,45.5,9.1,0,0
2017,Summer,54037,Carol Gittens,LBST,100,42.9,7,3,Research in Social Sciences,4.6,0.7,3.0,3.0,1.0,0,0,33.3,33.3,33.3,0,0
2017,Summer,54209,Aleksandar Zecevic,ELEN,50,50.0,12,6,Electric Circuits I,4.8,0.3,5.0,5.0,0.0,0,16.7,50,0,33.3,0,0
2017,Summer,54235,Cary Watson,CPSY,329,86.7,15,13,School-Based Mental Health,4.8,0.4,3.2,3.0,0.6,15.4,46.2,38.5,0,0,0,0
2017,Summer,54382,Kristine Melloy,EDUC,221M,72.4,29,21,Effective Teach Stdt w/ Disab,4.1,1.1,3.2,3.0,1.0,4.8,28.6,33.3,23.8,9.5,0,0
2017,Summer,54433,Marian Stetson-rodriguez,ENGR,302,83.3,18,15,Manag. in the Multicult Envirn,4.1,1.6,2.6,3.0,0.9,6.7,40,33.3,13.3,0,6.7,0
2017,Summer,54427,Dongsoo Shin,ECON,3400,90.9,11,10,Micro & Macro in Glbl Economy,4.4,0.8,3.5,3.5,0.5,0,30,30,30,10,0,0
2017,Summer,54194,Graeme Warren,OMIS,108,86.7,15,13,Operations Management,4,1,4.2,4.0,0.8,0,7.7,30.8,30.8,23.1,7.7,0
2017,Summer,54157,Megan Tichy,CHEM,12,42.9,7,3,General Chemistry II L&L,5,0,3.7,4.0,0.6,0,33.3,33.3,33.3,0,0,0
2017,Summer,54143,Yizheng Tan,CHEM,11,18.2,11,2,General Chemistry I L&L,4.5,0.7,4.5,4.5,0.7,0,0,50,50,0,0,0
2017,Summer,54118,Roxana Flacau,PHYS,32,69.2,13,9,Phys Scientists and Engrs II,4.6,0.6,3.9,3.5,1.0,22.2,22.2,11.1,11.1,22.2,11.1,0
2017,Summer,54124,Patricia Simone,PSYC,167,64.7,17,11,Psychopharmacology,4.5,0.8,4.2,4.0,0.8,0,0,0,36.4,36.4,18.2,9.1
2017,Summer,54130,Corinna Guerrero,SCTR,19,61.5,13,8,Religions of the Book,3.8,1,4.1,4.5,1.1,0,0,12.5,0,37.5,12.5,37.5
2017,Summer,54468,Pravin Jain,ENGR,342,80.0,5,4,3D Print Technology & Society,3.9,1.2,2.0,2.0,1.2,50,25,25,0,0,0,0
2017,Summer,54440,Gina Firenzi,IDIS,3702,77.3,22,17,Bus Comm in Silicon Valley,3.5,1.1,2.1,2.0,1.0,5.9,58.8,23.5,5.9,5.9,0,0
2017,Summer,54252,Marco Bravo,EDUC,257,88.9,9,8,Eng. Lang. Dev. in TK12,3.9,0.9,3.8,4.0,0.7,0,12.5,62.5,0,25,0,0
2017,Summer,54078,Lynn Jencks,TESP,124,61.5,13,8,Theology of Marriage,4.4,1,4.3,5.0,1.5,12.5,0,75,12.5,0,0,0
2017,Summer,54050,Omid Ahmadi-gorgi,PHYS,31,100.0,8,8,Phys Scientists and Engrs I,4.9,0.2,4.0,4.0,1.0,25,0,37.5,12.5,25,0,0
2017,Summer,54093,Katharine Heintz,COMM,110,45.5,11,5,Quantitative Research Methods,4.9,0.1,3.2,3.0,0.8,0,0,40,40,20,0,0
2017,Summer,54087,Renee Billingslea,ARTS,57,20.0,5,1,Digital Photography,4,0,3.0,3.0,0.0,0,100,0,0,0,0,0
2017,Summer,54086,Arren Allegretti,ANTH,50,66.7,3,2,World Geography,4.4,0.9,4.0,4.0,1.4,0,0,50,0,50,0,0
2017,Summer,54092,Andrew Ishak,COMM,20,63.6,11,7,Public Speaking,4.5,0.8,4.6,5.0,0.8,0,42.9,14.3,28.6,0,0,14.3
2017,Summer,54045,Vadim Keyser,PHIL,6,85.7,14,12,Ethics in Business,4.6,0.7,4.8,5.0,0.5,0,16.7,58.3,25,0,0,0
2017,Summer,54051,Richard Barber,PHYS,33,45.8,24,11,Physics:Science & Engr III,4.2,1.2,3.5,4.0,1.3,0,9.1,36.4,36.4,9.1,9.1,0
2017,Summer,54079,Janet Giddings,TESP,164,64.3,14,9,Religious Ethics in Busines,3.8,1.1,3.1,3.0,1.2,0,0,33.3,33.3,33.3,0,0
2017,Summer,54253,Marco Bravo,EDUC,257,83.3,18,15,Eng. Lang. Dev. in TK12,4.1,1,3.6,4.0,0.6,0,20,40,20,13.3,6.7,0
2017,Summer,54441,Vasu Kadambi,IDIS,3797,80.0,5,4,Curricular Practicum Education,4.3,1.3,2.0,2.0,1.2,50,50,0,0,0,0,0
2017,Summer,54131,Tracy Dehaan,SOCI,1,41.7,12,5,Principles of Sociology,4.5,0.9,4.4,5.0,1.3,0,20,40,20,20,0,0
2017,Summer,54125,Michelle Mueller,RSOC,51,66.7,15,10,Religion in America,4.5,0.8,4.5,5.0,1.0,0,30,20,40,0,10,0
2017,Summer,54119,Matthew Harrigan,POLI,1,42.9,14,6,Introduction to U.S. Politics,4.6,0.6,3.2,3.0,1.3,0,16.7,50,16.7,16.7,0,0
2017,Summer,54133,Tracy Dehaan,SOCI,159,57.1,7,4,Sociology of Crime,4.2,1,4.5,5.0,1.0,0,0,50,0,0,25,25
2017,Summer,54127,Sarita Tamayo-moraga,RSOC,106,40.0,10,4,Zen in Theory and Practice,5,0,2.3,2.0,0.5,0,50,25,25,0,0,0
2017,Summer,54443,Phyllis Brock,IDIS,3799,100.0,34,34,Managing Transitions,4.8,0.6,4.7,5.0,0.8,30.3,51.5,15.2,0,3,0,0
2017,Summer,54047,Sheila Yuter,PHSC,1,88.9,9,8,Human Health and Disease,4.6,0.7,3.3,3.0,0.7,0,12.5,37.5,37.5,12.5,0,0
2017,Summer,54053,Matthew Harrigan,POLI,1,60.0,5,3,Introduction to U.S. Politics,3.1,0.9,2.3,2.0,0.6,0,66.7,33.3,0,0,0,0
2017,Summer,54090,Amir Attia,ARTS,174,80.0,5,4,Computer Imaging,4.7,0.4,4.8,5.0,0.5,25,50,0,25,0,0,0
2017,Summer,54091,Chan Thai,COMM,12,42.9,7,3,Technology and Communication,4.9,0.2,3.0,3.0,0.0,0,0,66.7,33.3,0,0,0
2017,Summer,54085,Matthew Kroot,ANTH,12A,75.0,12,9,Cultures and Ideas II,3.7,1.4,3.1,3.0,1.4,0,0,11.1,22.2,44.4,11.1,11.1
2017,Summer,54052,Richard Barber,PHYS,33,45.8,24,11,Physics:Science & Engr III,4,1.5,3.2,4.0,1.4,18.2,9.1,27.3,36.4,0,9.1,0
2017,Summer,54495,Amr Elkady,COEN,283,50.0,10,5,Operating Systems,4.6,0.6,4.2,4.0,0.8,0,0,20,20,40,0,20
2017,Summer,54442,Vasu Kadambi,IDIS,3798,70.0,10,7,Extended Curricular Practicum,4.7,0.7,3.0,3.0,1.0,14.3,28.6,28.6,0,0,0,28.6
2017,Summer,54126,Wendy Arce,RSOC,54,25.0,8,2,Compar Relig & Social Theory,5,0,3.5,3.5,0.7,0,0,0,50,50,0,0
2017,Summer,54132,Sheila Yuter,SOCI,149,60.0,15,9,"Business, Technology & Society",3.8,1.1,2.7,3.0,0.9,11.1,11.1,33.3,22.2,22.2,0,0
2017,Summer,54136,Jean Soto,TESP,119,70.6,17,12,"Theology, Sex & Relationships",4.8,0.5,2.7,3.0,0.7,0,25,58.3,16.7,0,0,0
2017,Summer,54122,Matthew Harrigan,POLI,150AW,58.3,12,7,The Presidency,4.6,0.7,4.7,5.0,0.5,0,16.7,33.3,50,0,0,0
2017,Summer,54446,Xiaoying Ji,MGMT,3504,89.3,28,25,Innovation in Silicon Valley,4.2,0.8,3.2,3.0,0.9,0,24,36,20,16,0,4
2017,Summer,54485,Michael Schermann,MSIS,2647,66.7,6,4,Capstone Design Project II,4.9,0.3,4.3,4.5,1.0,0,0,25,25,0,50,0
2017,Summer,54240,Sara Garcia,EDUC,253,66.7,6,4,Dev. & Learning in TK-12 Ed.,3,1.8,2.8,3.0,0.5,25,25,50,0,0,0,0
2017,Summer,54254,Eduardo Mosqueda,EDUC,257,60.0,10,6,Eng. Lang. Dev. in TK12,3.8,0.9,3.2,3.0,0.4,0,33.3,66.7,0,0,0,0
2017,Summer,54268,Anita Sunseri,EDUC,258,58.3,12,7,Elementary Classroom Managemen,4.6,0.7,3.2,3.0,0.4,0,28.6,57.1,0,14.3,0,0
2017,Summer,54056,Ana Araujo,POLI,50,66.7,3,2,World Geography,4.7,0.4,5.0,5.0,0.0,0,50,0,50,0,0,0
2017,Summer,54081,Robin Tremblay-mcgaw,WGST,134AW,50.0,2,1,"Film, Gender, & Sexuality",4.6,0,1.0,1.0,0.0,0,100,0,0,0,0,0
2017,Summer,54094,Andrew Ishak,COMM,172A,30.0,10,3,Communication and Sport,4.6,0.5,4.0,4.0,1.0,0,33.3,0,66.7,0,0,0
2017,Summer,54080,Pearl Barros,WGST,48,25.0,4,1,Women in Christian Tradition,4.9,0,3.0,3.0,0.0,0,0,100,0,0,0,0
2017,Summer,54057,Matthew Harrigan,POLI,156,50.0,6,3,Politic and Mass Media,4.6,0.6,2.3,3.0,1.2,0,0,33.3,33.3,33.3,0,0
2017,Summer,54269,Cheryl Mcelvain,EDUC,258,53.3,15,8,Elementary Classroom Managemen,4,1.4,3.5,3.0,0.8,12.5,12.5,25,12.5,25,12.5,0
2017,Summer,54255,Marco Bravo,EDUC,282,73.3,15,11,Eng Lang Dev in Tk12,4.4,0.7,4.5,5.0,0.5,0,18.2,45.5,18.2,18.2,0,0
2017,Summer,54241,Sara Garcia,EDUC,253,62.5,8,5,Dev. & Learning in TK-12 Ed.,2.9,0.9,2.6,3.0,0.5,0,20,80,0,0,0,0
2017,Summer,54447,Juan Montermoso,MKTG,3552,93.3,15,14,Mktg Strategies and Decisions,4.6,0.6,3.4,3.5,0.9,0,14.3,28.6,28.6,14.3,7.1,7.1
2017,Summer,54123,Kieran Sullivan,PSYC,115,45.5,11,5,Abnormal Psychology,4.6,0.7,4.4,5.0,0.9,0,20,20,60,0,0,0
2017,Summer,54137,Sally Vance-trembath,TESP,124,52.6,19,10,Theology of Marriage,4.7,0.5,2.6,3.0,0.8,40,40,20,0,0,0,0
2017,Summer,54121,Arren Allegretti,POLI,50,100.0,1,1,World Geography,4.4,0,4.0,4.0,0.0,0,100,0,0,0,0,0
2017,Summer,54135,Elizabeth Drescher,TESP,79,35.7,14,5,Women in Christian Tradition,4.6,0.6,3.3,3.0,0.5,0,25,0,50,25,0,0
2017,Summer,54109,Shabeena Ahmed,MATH,14,25.0,12,3,Calculus & Analytic Geom IV,4.2,0.8,3.7,4.0,0.6,0,0,33.3,33.3,0,33.3,0
2017,Summer,54445,Manuel Velasquez,MGMT,3200,54.3,35,19,Ethics for Managers,4.2,1.2,2.9,3.0,0.9,0,31.6,31.6,10.5,26.3,0,0
2017,Summer,540600,Kirsten Read,PSYC,40,50.0,12,6,Statistical Data Analysis,4.4,0.7,4.5,4.5,0.5,16.7,0,50,16.7,16.7,0,0
2017,Summer,54257,Eduardo Mosqueda,EDUC,282,53.3,15,8,Eng Lang Dev in Tk12,3.9,1.3,3.4,3.0,0.5,0,12.5,50,25,12.5,0,0
2017,Summer,54243,Sara Garcia,EDUC,278,58.8,17,10,Dev. & Learning in TK-12 Ed,3.5,1,3.1,3.0,1.1,20,30,30,20,0,0,0
2017,Summer,54055,Kenneth Faulve-montojo,POLI,40,50.0,8,4,Politics of US Econ Policies,3.9,1.8,2.5,3.0,1.0,0,50,0,0,25,25,0
2017,Summer,54041,Norman Paris,MATH,13,36.4,11,4,Calculus & Analytic Geom III,4.8,0.4,3.8,3.5,1.0,0,50,25,25,0,0,0
2017,Summer,54069,Roberto Mata,SCTR,132,62.5,16,10,Apocalypse Now,4,1,4.0,4.0,1.1,10,10,60,10,10,0,0
2017,Summer,54082,Joan Rappaport,WGST,145,50.0,4,2,Gender and Judaism,3.6,0.6,3.0,3.0,1.4,0,50,50,0,0,0,0
2017,Summer,54097,Robin Everest,ENGL,101,60.0,5,3,Professional Writing,4.2,0.5,4.0,4.0,0.0,0,33.3,0,66.7,0,0,0
2017,Summer,54068,Roberto Mata,SCTR,19,64.3,14,9,Religions of the Book,4.5,0.7,4.4,5.0,0.7,0,66.7,22.2,0,11.1,0,0
2017,Summer,54040,Norman Paris,MATH,11,12.5,8,1,Calculus & Analytic Geometry I,4.6,0,4.0,4.0,0.0,0,0,0,100,0,0,0
2017,Summer,54054,Kenneth Faulve-montojo,POLI,2,66.7,12,8,Intro to Comparative Politics,3.9,1,2.6,3.0,1.2,0,25,50,0,25,0,0
2017,Summer,54242,Sara Garcia,EDUC,278,69.2,13,9,Dev. & Learning in TK-12 Ed,2.6,1.2,2.8,3.0,1.0,0,55.6,0,22.2,22.2,0,0
2017,Summer,54256,Marco Bravo,EDUC,282,81.8,11,9,Eng Lang Dev in Tk12,4.1,0.9,3.7,4.0,1.2,0,12.5,37.5,25,25,0,0
2017,Summer,54487,Charles Byers,MKTG,3712,78.6,14,11,Achieving Brand Leadership,4.7,0.5,3.2,3.0,1.3,9.1,36.4,45.5,0,9.1,0,0
2017,Summer,540601,Timothy Urdan,PSYC,40,50.0,12,6,Statistical Data Analysis,4.2,0.7,3.7,4.0,1.0,16.7,0,50,16.7,16.7,0,0
2017,Summer,54450,Harold Shefrin,FNCE,3486,77.8,18,14,Behavioral Corporate Finance,4,1.1,4.4,4.5,0.7,0,0,28.6,28.6,28.6,7.1,7.1
2017,Summer,54134,Josef Hellebrandt,SPAN,3,30.0,10,3,Elementary Spanish III,4.6,0.6,3.0,3.0,1.0,0,33.3,33.3,33.3,0,0,0
2017,Summer,54120,Kenneth Faulve-montojo,POLI,2,70.6,17,12,Intro to Comparative Politics,4.5,0.8,3.0,3.0,0.6,0,33.3,25,33.3,8.3,0,0
2019,Summer,86043,Kenneth Faulve-montojo,POLI,2,69.2,13,9,Intro to Comparative Politics,4.3,1.2,2.8,3.0,1.0,0,44.4,11.1,22.2,22.2,0,0
2019,Summer,86057,Maureen Day,TESP,124,87.5,8,7,Theology of Marriage,4.5,0.7,4.3,5.0,1.0,0,28.6,28.6,14.3,14.3,14.3,0
2019,Summer,86080,Renee Billingslea,ARTS,57,66.7,9,6,Digital Photography,4.7,0.5,3.2,3.0,0.8,0,33.3,50,16.7,0,0,0
2019,Summer,86094,Roxana Flacau,PHYS,32,66.7,12,8,Phys Scientists and Engrs II,4.6,0.6,4.3,4.0,0.5,0,12.5,25,25,25,0,12.5
2019,Summer,861651,Lee Panich,ANTH,7,28.6,7,2,Field Course Archaeologic Meth,5,0,4.0,4.0,0.0,50,0,50,0,0,0,0
2019,Summer,86269,Harold Hoyle,EDUC,221M,30.0,10,3,Effective Teach Stdt w/ Disab,4,1.6,3.3,3.0,1.5,0,66.7,33.3,0,0,0,0
2019,Summer,86241,Angela Dahl,CPSY,300,75.0,24,18,Career Dev.& Life Planning,4.4,1.1,3.2,3.0,0.8,0,22.2,44.4,27.8,5.6,0,0
2019,Summer,86527,Sean O'keefe,MKTG,3698,40.0,5,2,Independent Study,4.8,0.2,2.5,2.5,0.7,0,50,50,0,0,0,0
2019,Summer,86255,Yat Ling Lam,CPSY,311,73.9,23,17,Psych. of Marriage Counseling,4.6,1,3.1,3.0,0.9,0,25,62.5,6.3,6.3,0,0
2019,Summer,86296,Cheryl Bowen,EDUC,258,72.7,22,16,Elementary Classroom Managemen,4.6,1.1,3.1,3.0,0.6,0,37.5,56.3,0,6.3,0,0
2019,Summer,86453,Roberto Alvarez,FNCE,3490,75.0,8,6,Machine Learning with R,4.5,0.7,4.2,4.5,1.0,0,0,50,16.7,16.7,16.7,0
2019,Summer,86447,Charles Byers,MKTG,3710,60.7,28,17,Tech Mktg: Strat for Eff. Msgs,4.2,1.1,2.9,3.0,0.6,0,29.4,58.8,11.8,0,0,0
2019,Summer,86123,Sumana Sur,OMIS,15,69.2,13,9,Introduction to Spreadsheets,4,1.1,2.7,3.0,1.0,0,77.8,22.2,0,0,0,0
2019,Summer,86122,Navid Shaghaghi,COEN,179,60.0,5,3,Theory of Algorithms,3.7,1,3.0,3.0,1.0,0,33.3,0,33.3,33.3,0,0
2019,Summer,86446,Juan Montermoso,MKTG,3594,58.8,17,10,Business to Business Marketing,4.8,0.4,3.4,3.0,0.5,0,20,40,30,10,0,0
2019,Summer,86297,Cynthia Pizzo,EDUC,258,66.7,21,14,Elementary Classroom Managemen,4.9,0.2,3.4,3.0,0.7,0,53.8,38.5,7.7,0,0,0
2019,Summer,86532,Daniel Trepanier,OMIS,3698,20.0,5,1,Independent Study,5,0,5.0,5.0,0.0,0,0,0,0,0,0,100
2019,Summer,86254,Yat Ling Lam,CPSY,309,61.1,18,11,Treating Complex Trauma,4.9,0.2,3.5,3.0,0.7,0,54.5,18.2,9.1,9.1,9.1,0
2019,Summer,86240,Donald St. Louis,CPSY,276,62.5,8,5,"Prof. Orient., Ethics & Law",4.7,0.7,3.4,3.0,0.5,0,40,0,60,0,0,0
2019,Summer,861650,Matthew Kroot,ANTH,7,28.6,7,2,Field Course Archaeologic Meth,5,0,4.0,4.0,0.0,50,0,50,0,0,0,0
2019,Summer,86095,Roxana Flacau,PHYS,32,66.7,12,8,Phys Scientists and Engrs II,4.6,0.6,4.3,4.0,0.5,12.5,0,12.5,50,12.5,0,12.5
2019,Summer,86081,Amir Attia,ARTS,74,72.7,11,8,Basic Digital Imaging,4.9,0.2,4.9,5.0,0.4,37.5,37.5,25,0,0,0,0
2019,Summer,86042,Matthew Harrigan,POLI,1,66.7,9,6,Introduction to U.S. Politics,5,0.1,3.3,3.0,0.5,0,0,50,16.7,16.7,0,16.7
2019,Summer,86068,James Lewis,COEN,21,70.0,10,7,Introduction to Logic Design,4.7,0.5,3.9,4.0,0.7,0,0,14.3,28.6,28.6,0,28.6
2019,Summer,86054,William Dohar,TESP,82,69.2,13,9,"Witches, Saints & Heretics",4.7,0.6,2.2,2.0,0.8,0,37.5,37.5,25,0,0,0
2019,Summer,86097,Kenneth Faulve-montojo,POLI,2,56.3,16,9,Intro to Comparative Politics,4.6,0.6,2.7,3.0,0.7,0,33.3,22.2,44.4,0,0,0
2019,Summer,86083,Christina Zanfagna,MUSC,132,42.9,7,3,The History of Hip Hop,4.3,0.8,3.0,3.0,1.0,0,33.3,0,0,66.7,0,0
2019,Summer,86256,Sonia Rubens,CPSY,317,61.1,18,11,Therapeutic Interv. w/Children,5,0.1,3.0,3.0,0.7,0,20,50,20,10,0,0
2019,Summer,86530,Michael Schermann,OMIS,3698,100.0,5,5,Independent Study,5,0.1,3.6,3.0,0.9,20,40,0,0,20,0,20
2019,Summer,86478,Yasin Ceran,OMIS,3250,71.4,14,10,Enterprise Platforms,4.6,0.6,4.5,4.5,0.5,0,0,40,20,40,0,0
2019,Summer,86444,Wasim Azhar,MKTG,3588,87.5,32,28,Anlytcs Optml Prcg & Prod Dec,4,1.4,3.4,3.5,0.9,0,32.1,35.7,28.6,3.6,0,0
2019,Summer,86108,Josef Hellebrandt,SPAN,3,54.5,11,6,Elementary Spanish III,4.9,0.3,2.5,2.5,1.4,16.7,50,16.7,16.7,0,0,0
2019,Summer,86134,Beatrice Ruhland,CHEM,31,33.3,9,3,Organic Chemistry I L&L,5,0,3.0,3.0,0.0,0,66.7,33.3,0,0,0,0
